OSNO (76, 892) 10 2 4 2 6 2 8 4 14 4 10 2 2 2 12 5 1 18
CS (144, 1672) (514, 8) - 1 5 24 4 18 2 4 2 18 4 22 4 22 4 18 4 26 5 1 34 1 5 26 4 16 4 28 6 33 1 5 24 4 20 4 20 4 24 4 16 2 6 2 16 4 26 5 1 34 1 5 26 4 18 4 22 4 22 4 18 4 26 5 1 34 1 5 26 4 18 4 22 4 22 4 18 4 26 5 1 34 1 5 26 4 16 2 6 2 16 4 24 4 20 4 20 4 24 5 1 33 6 28 4 16 4 26 5 1 34 1 5 26 4 18 4 22 4 22 4 18 2 4 2 18 4 24 5 1 32 1 5 24 4 18 2 4 2 18 4 24 5 1 32
CS (148, 1516) (514, 24) - 1 5 18 4 22 5 1 31 6 24 4 14 2 6 2 14 4 24 6 31 1 5 22 4 18 5 1 27 6 29 1 6 1 25 6 31 1 5 23 1 6 1 31 6 24 4 14 2 6 2 12 2 8 2 10 2 10 2 8 2 12 4 26 6 29 1 6 1 25 6 31 1 5 22 4 16 2 4 2 16 4 20 4 18 4 20 4 18 4 20 4 18 4 20 4 16 2 4 2 16 4 22 5 1 31 6 25 1 6 1 29 6 26 4 12 2 8 2 10 2 10 2 8 2 12 2 6 2 14 4 24 6 31 1 6 1 23 5 1 31 6 25 1 6 1 29 6 27
CS (152, 1860) (514, 63) - 1 5 20 4 20 4 20 4 18 4 20 4 22 5 1 32 1 5 26 6 31 1 5 22 4 18 4 20 4 20 4 20 5 1 29 6 29 1 5 20 4 22 5 1 31 6 28 6 30 6 28 6 31 1 5 22 4 18 2 2 2 18 4 22 5 1 31 6 28 6 30 6 28 6 31 1 5 22 4 20 5 1 29 6 29 1 5 20 4 20 4 20 4 18 4 22 5 1 31 6 26 5 1 32 1 5 22 4 20 4 18 4 20 4 20 4 20 5 1 29 6 28 4 12 4 28 6 29 1 6 1 25 4 14 2 6 2 14 4 25 1 6 1 29 6 28 4 12 4 28 6 29
CS (164, 1952) (514, 10) - 1 5 20 4 16 2 2 2 18 4 16 4 22 5 1 31 6 22 4 14 4 24 6 29 1 5 22 6 31 1 5 22 4 14 2 6 2 12 4 24 6 28 6 28 6 24 4 14 4 22 5 1 30 1 6 1 21 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 21 1 6 1 30 1 5 22 4 14 4 24 6 28 6 28 6 24 4 12 2 6 2 14 4 22 5 1 31 6 22 5 1 29 6 24 4 14 4 22 6 31 1 5 22 4 16 4 18 2 2 2 16 4 20 5 1 29 6 24 6 31 1 5 24 6 30 6 24 6 30 6 24 6 30 6 24 6 30 6 24 5 1 31 6 24 6 29
CS (184, 2404) (515, 6) - 1 5 20 4 18 4 22 5 1 31 6 26 6 31 1 5 24 6 32 6 26 6 30 6 26 6 32 6 24 5 1 31 6 26 6 31 1 5 22 4 18 4 20 5 1 29 6 26 4 12 2 8 2 12 4 25 1 6 1 28 1 6 1 25 6 32 6 24 5 1 31 6 26 6 30 6 28 6 28 6 29 1 5 20 4 20 4 16 4 24 6 32 6 24 5 1 31 6 26 6 31 1 5 24 5 1 32 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 32 1 5 24 5 1 31 6 26 6 31 1 5 24 6 32 6 24 4 16 4 20 4 20 5 1 29 6 28 6 28 6 30 6 26 6 31 1 5 24 6 32 6 25 1 6 1 28 1 6 1 25 4 12 2 8 2 12 4 26 6 29
OSNO (20, 218) (516, 2) - 1 5 18 2 2 2 16 4 22 6 31 1 5 24 4 12 4 26 6 27
CS (106, 1000) (516, 191) - 1 5 18 4 18 5 1 25 4 10 2 8 2 8 2 12 4 22 4 12 4 24 6 28 6 24 6 29 1 5 22 4 12 2 8 2 8 2 10 4 25 1 6 1 23 4 12 2 6 2 12 4 22 4 14 4 20 4 14 4 22 4 12 2 6 2 12 4 23 1 6 1 25 4 10 2 8 2 8 2 12 4 22 5 1 29 6 24 6 28 6 24 4 12 4 22 4 12 2 8 2 8 2 10 4 25
CS (108, 1040) (516, 4) - 1 5 26 4 14 2 8 2 12 2 8 2 12 2 8 2 14 4 26 5 1 33 6 28 4 12 2 10 2 8 2 14 2 6 2 14 2 8 2 10 2 12 4 28 6 33 1 5 26 4 16 4 24 4 16 4 25 1 6 1 29 4 10 2 12 2 10 4 29 1 6 1 25 4 16 4 24 4 16 4 26 5 1 33 6 28 4 12 2 10 2 8 2 14 2 6 2 14 2 8 2 10 2 12 4 28 6 33
CS (132, 1180) (516, 19) - 1 5 20 4 18 4 18 4 18 4 18 4 18 4 18 4 20 4 14 2 6 2 12 4 24 4 12 4 25 1 6 1 25 4 12 4 24 4 12 2 6 2 14 4 20 4 18 4 18 4 18 4 18 4 18 4 18 4 20 5 1 29 6 24 4 12 2 8 2 8 2 12 2 6 2 12 2 6 2 12 2 6 2 14 4 20 4 18 4 16 2 2 2 18 4 18 4 18 4 18 2 2 2 16 4 18 4 20 4 14 2 6 2 12 2 6 2 12 2 6 2 12 2 8 2 8 2 12 4 24 6 29
CS (132, 1472) (516, 62) - 1 5 22 4 18 4 20 4 20 4 18 4 22 5 1 30 1 5 22 5 1 29 4 10 2 10 2 8 2 14 4 24 5 1 32 1 5 24 4 16 4 22 4 16 2 4 2 16 2 4 2 16 4 22 4 16 4 24 5 1 32 1 5 24 4 14 2 8 2 10 2 10 4 29 1 5 22 5 1 30 1 5 22 4 18 4 20 4 20 4 18 4 22 5 1 31 6 26 5 1 33 6 24 4 16 4 24 6 33 1 5 24 4 16 4 24 5 1 33 6 24 4 16 4 24 6 33 1 5 26 6 31
CS (146, 1516) (516, 71) - 1 5 20 4 16 4 20 4 14 4 22 4 12 2 6 2 12 2 6 2 12 4 22 4 14 4 20 4 16 4 20 5 1 29 6 22 4 14 4 22 5 1 30 1 5 22 4 14 4 22 5 1 30 1 5 22 4 14 4 22 5 1 30 1 5 22 4 14 4 22 6 29 1 5 20 4 16 4 20 4 14 4 22 4 12 2 6 2 12 2 6 2 12 4 22 4 14 4 20 4 16 4 20 5 1 29 6 22 4 14 4 22 5 1 30 1 5 23 1 6 1 27 6 25 1 6 1 25 6 27 1 6 1 23 5 1 30 1 5 22 4 14 4 22 6 29
CS (148, 1396) (516, 6) - 1 5 18 2 2 2 16 4 21 1 6 1 28 1 6 1 23 6 30 6 24 4 12 2 8 2 8 2 12 2 6 2 12 4 24 4 12 4 25 1 5 18 4 18 2 2 2 16 4 20 4 14 2 6 2 12 2 6 2 14 4 20 4 16 2 2 2 18 4 18 5 1 25 4 12 4 24 4 12 2 6 2 12 2 8 2 8 2 12 4 24 6 30 6 23 1 6 1 28 1 6 1 21 4 16 2 2 2 18 5 1 26 1 6 1 25 6 28 6 28 6 25 1 6 1 25 4 12 4 24 4 12 4 25 1 6 1 25 6 28 6 28 6 25 1 6 1 26
CS (160, 1816) (516, 81) - 1 5 20 4 20 4 18 4 20 4 20 4 16 2 6 2 14 4 24 6 33 1 5 26 4 12 2 8 2 12 4 26 4 12 2 8 2 12 4 26 4 12 2 8 2 12 4 26 5 1 33 6 24 4 14 2 6 2 16 4 20 4 20 4 18 4 20 4 20 5 1 27 4 12 4 27 1 6 1 25 5 1 32 1 5 26 6 31 1 5 24 5 1 31 6 26 5 1 32 1 5 26 6 31 1 5 24 4 14 4 26 6 31 1 5 24 5 1 31 6 26 4 14 4 24 5 1 31 6 26 5 1 32 1 5 26 6 31 1 5 24 5 1 31 6 26 5 1 32 1 5 25 1 6 1 27 4 12 4 27
OSO (49, 471) (518, 68) - 1 5 22 4 14 2 6 2 14 4 22 4 16 4 22 5 1 30 1 5 22 4 16 4 22 4 14 2 6 2 12 2 8 2 10 2 8 2 12 4 25 1 6 1 27 6 28 6 29
CS (144, 1812) (518, 27) - 1 5 22 4 22 4 18 2 4 2 18 4 22 4 22 5 1 31 6 31 1 5 22 4 22 4 20 4 20 4 24 5 1 33 6 28 4 14 2 8 2 14 4 26 4 16 4 26 4 16 4 26 5 1 33 6 30 4 12 4 30 6 33 1 5 26 4 16 4 26 4 16 4 26 5 1 33 6 30 4 12 4 30 6 33 1 5 26 4 16 4 26 4 16 4 26 5 1 33 6 30 4 12 4 30 6 33 1 5 26 4 16 4 26 4 16 4 26 4 14 2 8 2 14 4 28 6 33 1 5 24 4 20 4 20 4 22 4 22 5 1 31 6 31
CS (176, 2112) (518, 6) - 1 5 18 4 22 5 1 30 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 20 5 1 28 1 6 1 25 6 30 6 28 6 29 1 5 22 4 16 4 22 4 16 4 22 4 16 4 22 5 1 29 6 28 6 30 6 25 1 6 1 28 1 5 20 4 20 4 16 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 30 1 5 22 4 18 5 1 26 1 6 1 27 6 28 6 30 6 26 4 12 2 8 2 10 2 8 2 14 4 22 5 1 29 6 28 6 28 6 30 6 26 6 31 1 5 24 5 1 31 6 26 6 30 6 28 6 28 6 29 1 5 22 4 14 2 8 2 10 2 8 2 12 4 26 6 30 6 28 6 27 1 6 1 26
CS (176, 2244) (518, 3) - 1 5 22 4 20 4 22 4 20 4 22 4 20 4 22 4 18 2 6 2 14 2 6 2 16 4 26 4 16 4 26 5 1 33 6 30 6 34 6 28 6 35 1 5 28 6 35 1 5 28 5 1 34 1 5 26 5 1 33 6 30 6 33 1 5 26 4 16 4 26 4 16 4 26 4 16 4 26 4 16 4 26 4 16 4 26 5 1 33 6 30 6 33 1 5 26 5 1 34 1 5 28 5 1 35 6 28 5 1 35 6 28 6 34 6 30 6 33 1 5 26 4 16 4 26 4 16 2 6 2 14 2 6 2 18 4 22 4 20 4 22 4 20 4 22 4 20 4 22 5 1 29 6 34 6 29 1 6 1 27 4 14 2 8 2 14 4 27 1 6 1 29 6 34 6 29
CS (124, 1416) (519, 2) - 1 5 22 4 20 4 22 4 18 2 4 2 18 4 22 4 20 4 20 2 2 2 20 4 20 4 22 4 18 2 4 2 18 4 22 4 20 4 20 2 2 2 20 4 20 4 22 4 18 2 4 2 18 4 22 4 20 4 22 5 1 29 6 34 6 28 6 34 6 28 5 1 34 1 5 26 4 16 2 6 2 14 2 8 2 12 4 30 6 31 1 5 24 5 1 31 6 30 4 12 2 8 2 14 2 6 2 16 4 26 5 1 34 1 5 28 6 34 6 28 6 34 6 29
CS (148, 1672) (519, 37) - 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 28 1 6 1 25 5 1 32 1 5 24 5 1 32 1 5 25 1 6 1 28 1 5 20 4 18 4 20 4 18 4 20 4 18 4 20 5 1 28 1 6 1 25 6 32 6 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 6 32 6 24 4 14 2 6 2 12 2 8 2 10 2 10 2 8 2 10 2 10 2 8 2 12 2 6 2 14 4 24 6 32 6 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 6 32 6 25 1 6 1 28
CS (128, 1248) (520, 14) - 1 5 18 4 20 4 14 2 4 2 16 4 20 4 14 2 4 2 16 4 20 4 14 2 6 2 12 4 24 6 29 1 6 1 23 5 1 31 6 22 4 14 2 6 2 10 2 10 4 26 6 26 4 10 2 10 2 6 2 14 4 22 6 31 1 5 23 1 6 1 29 6 24 4 12 2 6 2 14 4 20 4 16 2 4 2 14 4 20 4 16 2 4 2 14 4 20 4 18 5 1 27 6 26 4 10 2 10 4 26 6 26 4 10 2 10 4 26 6 26 4 10 2 10 4 26 6 27
CS (176, 1868) (520, 18) - 1 5 20 4 18 4 20 4 18 4 20 5 1 27 4 10 2 10 2 10 2 8 2 12 4 25 1 6 1 27 6 29 1 6 1 23 4 16 4 20 4 20 5 1 28 1 6 1 25 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 25 1 6 1 28 1 5 20 4 20 4 16 4 23 1 6 1 29 6 27 1 6 1 25 4 12 2 8 2 10 2 10 2 10 4 27 1 5 20 4 18 4 20 4 18 4 20 5 1 27 6 31 1 5 24 4 14 2 6 2 12 2 8 2 10 2 8 2 12 2 6 2 14 4 24 5 1 31 6 27
CS (100, 1072) (521, 118) - 1 5 22 4 20 4 22 4 18 2 4 2 18 4 22 4 20 4 20 4 24 5 1 33 6 28 5 1 34 1 5 26 4 16 4 26 4 14 2 8 2 14 4 26 4 16 4 26 5 1 34 1 5 28 6 33 1 5 24 4 20 4 20 4 22 4 18 2 4 2 18 4 22 4 20 4 22 5 1 29 4 12 2 10 2 10 2 12 2 8 2 12 2 10 2 10 2 12 4 29
CS (144, 1648) (521, 90) - 1 5 20 2 2 2 18 4 18 4 23 1 6 1 31 6 26 5 1 33 6 24 4 16 4 24 5 1 33 6 24 4 14 2 8 2 10 2 10 2 10 2 10 4 28 6 31 1 5 24 4 14 2 6 2 14 2 6 2 14 4 24 5 1 31 6 28 4 10 2 10 2 10 2 10 2 8 2 14 4 24 6 33 1 5 24 4 16 4 24 6 33 1 5 26 6 31 1 6 1 23 4 18 4 18 2 2 2 20 5 1 29 6 30 6 28 6 30 6 28 6 31 1 5 24 5 1 32 1 5 24 5 1 31 6 28 6 30 6 28 6 30 6 29
CS (116, 1396) (522, 37) - 1 5 22 4 18 4 20 4 20 4 18 4 22 4 16 4 24 5 1 32 1 5 24 4 16 4 24 6 33 1 5 26 6 32 6 26 5 1 32 1 5 22 4 20 4 18 4 20 4 20 4 18 4 22 4 16 2 4 2 16 4 22 4 18 4 20 4 20 4 18 4 20 4 22 5 1 32 1 5 26 6 32 6 26 5 1 33 6 24 4 16 4 24 5 1 32 1 5 24 4 16 4 22 4 18 4 20 4 20 4 18 4 22 5 1 30
CS (144, 1628) (522, 95) - 1 5 20 4 20 4 20 4 18 4 20 4 20 4 20 4 18 4 20 4 20 4 20 4 18 4 20 4 20 4 20 5 1 29 6 28 4 12 4 28 6 29 1 6 1 25 4 14 2 6 2 14 4 25 1 6 1 29 6 28 4 10 2 12 2 6 2 16 4 22 5 1 30 1 6 1 25 6 32 6 27 1 6 1 27 6 32 6 26 6 32 6 27 1 6 1 27 6 32 6 25 1 6 1 30 1 5 22 4 16 2 6 2 12 2 10 4 28 6 29 1 6 1 25 4 14 2 6 2 14 4 25 1 6 1 29 6 28 4 12 4 28 6 29
CS (144, 1744) (522, 49) - 1 5 20 4 22 4 18 4 22 4 18 4 22 4 18 4 22 4 18 4 22 4 20 5 1 29 6 31 1 5 24 5 1 32 1 5 26 6 33 1 5 24 4 18 4 22 4 16 2 6 2 14 4 26 4 14 4 26 5 1 33 6 28 6 31 1 5 22 4 20 4 18 2 4 2 16 4 24 5 1 31 6 30 6 30 6 30 6 31 1 5 24 4 16 2 4 2 18 4 20 4 22 5 1 31 6 28 6 33 1 5 26 4 14 4 26 4 14 2 6 2 16 4 22 4 18 4 24 5 1 33 6 26 5 1 32 1 5 24 5 1 31 6 29
CS (112, 1412) (523, 7) - 1 5 22 4 18 2 6 2 12 2 10 2 12 4 28 6 34 6 28 6 34 6 28 6 34 6 28 6 34 6 28 6 34 6 28 6 34 6 28 4 12 2 10 2 12 2 6 2 18 4 22 5 1 29 6 34 6 26 4 18 4 22 4 18 2 4 2 18 4 22 4 20 4 20 4 22 4 20 4 22 5 1 30 1 5 22 4 20 4 22 4 20 4 20 4 22 4 18 2 4 2 18 4 22 4 18 4 26 6 34 6 29
CS (200, 2484) (524, 11) - 1 5 20 2 2 2 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 4 22 4 18 4 20 4 18 2 2 2 20 5 1 29 6 30 6 29 1 5 22 5 1 29 6 30 6 28 6 31 1 5 22 4 20 5 1 29 6 29 1 6 1 25 4 14 4 26 6 32 6 26 5 1 33 6 25 1 6 1 30 1 5 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 5 1 30 1 6 1 25 6 33 1 5 26 6 32 6 26 4 14 4 25 1 6 1 29 6 29 1 5 20 4 22 5 1 31 6 28 6 30 6 29 1 5 22 5 1 29 6 30 6 29
CS (136, 1352) (525, 1) - 1 5 20 4 20 4 16 4 22 4 16 4 22 5 1 31 6 24 5 1 31 6 24 4 14 2 6 2 12 2 6 2 14 4 24 6 31 1 5 22 4 18 4 18 4 20 4 16 2 6 2 10 2 10 2 8 2 12 2 6 2 12 2 8 2 10 2 10 2 6 2 16 4 20 4 18 4 18 4 22 5 1 31 6 24 4 14 2 6 2 12 2 6 2 14 4 24 6 31 1 5 24 6 31 1 5 22 4 16 4 22 4 16 4 20 4 20 5 1 29 6 26 4 12 2 6 2 14 2 6 2 12 4 26 6 29
CS (148, 1596) (525, 7) - 1 5 18 4 20 4 14 4 24 6 28 6 27 1 5 20 4 16 4 20 4 16 2 2 2 16 2 2 2 16 4 20 4 16 4 20 5 1 27 6 28 6 24 4 14 4 20 4 18 5 1 26 1 6 1 24 1 6 1 26 1 6 1 23 4 14 4 22 5 1 29 6 26 6 27 1 5 20 5 1 27 6 27 1 5 20 4 16 4 20 5 1 27 6 27 1 5 20 4 16 4 20 5 1 27 6 27 1 5 20 4 16 4 20 5 1 27 6 27 1 5 20 5 1 27 6 26 6 29 1 5 22 4 14 4 23 1 6 1 26 1 6 1 24 1 6 1 26
CS (158, 1804) (525, 15) - 1 5 22 4 14 2 6 2 12 4 24 5 1 31 6 24 6 31 1 5 24 4 12 2 6 2 14 4 22 5 1 29 6 26 4 10 2 8 2 12 4 24 6 30 6 24 5 1 31 6 22 4 16 4 20 4 16 4 22 6 31 1 5 24 6 30 6 24 4 12 2 8 2 10 4 26 6 29 1 5 22 4 14 2 6 2 12 4 24 6 30 6 25 1 6 1 25 6 30 6 24 4 12 2 6 2 14 4 22 5 1 29 6 26 4 10 2 8 2 12 4 24 6 30 6 24 5 1 31 6 22 4 16 4 20 4 16 4 22 6 31 1 5 24 6 30 6 24 4 12 2 8 2 10 4 26 6 29
CS (102, 1216) (526, 126) - 1 5 20 4 18 4 20 4 16 2 6 2 12 4 26 6 31 1 5 24 4 14 4 24 4 14 4 24 4 14 4 24 5 1 31 6 26 4 12 4 26 4 12 4 26 4 12 4 26 6 31 1 5 24 4 14 4 24 4 14 4 24 4 14 4 24 5 1 31 6 26 4 12 2 6 2 16 4 20 4 18 4 20 5 1 27 6 30 6 28 6 27 1 6 1 27 6 28 6 30 6 27
CS (120, 1340) (526, 8) - 1 5 18 4 22 4 14 2 6 2 14 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 14 4 26 6 29 1 5 20 4 20 4 16 2 6 2 10 2 10 2 10 2 6 2 16 4 20 4 20 5 1 29 6 26 4 14 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 14 2 6 2 14 4 22 4 18 5 1 27 6 29 1 5 22 5 1 29 6 28 4 10 4 28 6 29 1 5 22 5 1 29 6 27
CS (124, 1272) (526, 116) - 1 5 24 4 16 2 8 2 10 2 12 2 10 4 30 4 10 2 12 2 10 2 8 2 16 4 24 5 1 31 4 10 2 12 2 8 2 14 4 26 4 16 4 26 5 1 34 1 5 26 4 16 2 6 2 14 4 28 6 33 1 5 24 4 20 4 20 4 22 4 18 2 4 2 18 4 22 4 18 2 4 2 18 4 22 4 20 4 20 4 24 5 1 33 6 28 4 14 2 6 2 16 4 26 5 1 34 1 5 26 4 16 4 26 4 14 2 8 2 12 2 10 4 31
CS (140, 1692) (526, 2) - 1 5 18 4 22 5 1 30 1 5 22 4 16 4 24 6 31 1 5 24 5 1 31 6 26 4 12 4 26 6 31 1 5 24 4 14 4 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 4 14 4 24 5 1 31 6 26 4 12 4 26 6 31 1 5 24 5 1 31 6 24 4 16 4 22 5 1 30 1 5 22 4 18 5 1 26 1 6 1 27 6 28 6 30 6 26 4 12 2 6 2 16 4 20 4 16 2 6 2 12 4 26 6 30 6 28 6 27 1 6 1 26
CS (144, 1824) (526, 5) - 1 5 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 5 1 27 4 10 4 26 6 28 6 26 6 28 6 26 6 28 6 25 1 6 1 27 6 28 6 24 4 14 4 22 6 31 1 5 23 1 6 1 29 6 24 4 12 4 25 1 6 1 27 6 26 6 28 6 26 6 28 6 26 6 28 6 26 6 27 1 6 1 25 4 12 4 24 6 29 1 6 1 23 5 1 31 6 22 4 14 4 24 6 28 6 27 1 6 1 25 6 28 6 26 6 28 6 26 6 28 6 26 4 10 4 27
CS (148, 1532) (526, 3) - 1 5 18 2 2 2 14 2 4 2 14 4 20 4 14 2 4 2 14 2 2 2 18 5 1 27 6 24 5 1 30 1 5 22 4 14 4 20 4 14 2 4 2 14 2 4 2 14 4 20 5 1 27 6 26 6 26 6 26 6 26 4 8 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 6 2 12 2 6 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 8 4 26 6 26 6 26 6 26 6 27 1 5 20 4 14 2 4 2 14 2 4 2 14 4 20 4 14 4 22 5 1 30 1 5 24 6 27
CS (152, 1660) (526, 3) - 1 5 20 4 16 4 22 6 30 6 24 4 12 2 6 2 12 2 6 2 14 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 16 4 20 4 14 2 6 2 12 2 6 2 12 4 24 6 30 6 22 4 16 4 20 5 1 27 6 28 6 26 6 27 1 5 20 5 1 27 6 27 1 6 1 23 5 1 30 1 5 22 4 16 4 18 4 20 5 1 28 1 5 20 4 18 4 16 4 22 5 1 30 1 5 22 4 16 4 18 4 20 5 1 28 1 5 20 4 18 4 16 4 22 5 1 30 1 5 23 1 6 1 27 6 27 1 5 20 5 1 27 6 26 6 28 6 27
CS (180, 1704) (526, 45) - 1 5 18 4 20 4 14 2 6 2 12 4 24 6 29 1 5 20 4 16 2 2 2 18 4 16 2 2 2 18 4 16 2 2 2 18 4 16 2 4 2 14 4 22 6 31 1 5 23 1 6 1 29 6 24 4 12 2 6 2 14 4 21 1 7 31 1 5 22 4 14 2 4 2 16 4 18 4 20 5 1 29 6 24 4 12 2 8 2 8 2 12 4 24 6 29 1 5 20 4 18 4 16 2 4 2 14 4 22 5 1 31 7 1 21 4 14 2 6 2 12 4 24 6 29 1 6 1 23 5 1 31 6 22 4 14 2 4 2 16 4 18 2 2 2 16 4 18 2 2 2 16 4 18 2 2 2 16 4 20 5 1 29 6 24 4 12 2 6 2 14 4 20 4 18 5 1 27 6 27
CS (136, 1396) (528, 47) - 1 5 20 4 20 4 16 2 6 2 10 2 10 2 8 2 12 2 6 2 14 4 24 6 32 6 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 6 32 6 24 4 14 2 6 2 12 2 8 2 10 2 10 2 6 2 16 4 20 4 20 5 1 29 6 28 6 28 4 10 2 8 2 12 2 6 2 14 2 4 2 16 4 22 5 1 30 1 5 22 5 1 29 6 28 6 29 1 5 22 5 1 30 1 5 22 4 16 2 4 2 14 2 6 2 12 2 8 2 10 4 28 6 28 6 29
CS (136, 1588) (528, 16) - 1 5 20 5 1 27 6 26 6 26 6 28 6 24 5 1 30 1 5 22 4 14 4 22 5 1 29 6 24 4 12 4 24 6 28 6 24 4 12 2 6 2 12 4 24 6 28 6 24 4 12 2 6 2 12 4 24 6 28 6 24 4 12 4 24 6 29 1 5 22 4 14 4 22 5 1 30 1 5 24 6 28 6 26 6 26 6 27 1 5 20 5 1 27 6 26 6 28 6 24 6 29 1 5 22 4 12 2 8 2 8 2 10 2 8 2 10 2 8 2 8 2 12 4 22 5 1 29 6 24 6 28 6 26 6 27
CS (148, 1480) (528, 3) - 1 5 22 4 16 2 6 2 12 2 8 2 12 2 6 2 16 4 22 5 1 29 6 30 6 28 4 10 2 12 4 26 4 12 2 10 4 28 6 30 6 29 1 5 22 4 16 2 6 2 12 2 8 2 12 4 27 1 6 1 25 4 14 2 6 2 14 4 25 1 6 1 27 4 12 2 8 2 12 2 6 2 16 4 22 5 1 29 6 30 6 28 4 10 2 12 4 26 4 12 2 10 4 28 6 30 6 29 1 5 22 4 16 2 6 2 12 2 8 2 12 2 6 2 16 4 22 5 1 29 6 31 1 5 25 1 6 1 28 1 6 1 25 5 1 31 6 29
CS (150, 1244) (528, 2) - 1 5 18 4 18 4 16 4 20 4 16 4 18 4 18 4 16 4 20 4 16 4 18 4 18 5 1 25 4 10 2 8 2 10 2 8 2 10 4 25 1 6 1 23 4 14 4 20 4 14 2 6 2 10 2 8 2 10 2 8 2 8 2 12 4 22 5 1 29 6 24 4 10 2 10 2 6 2 12 2 6 2 12 4 23 1 6 1 26 1 6 1 23 4 12 2 6 2 12 2 6 2 10 2 10 4 24 6 29 1 5 22 4 12 2 8 2 8 2 10 2 8 2 10 2 6 2 14 4 20 4 14 4 23 1 6 1 25 4 10 2 8 2 10 2 8 2 10 4 25
CS (108, 1212) (530, 81) - 1 5 22 4 16 2 4 2 18 4 18 4 24 6 32 6 28 6 30 6 28 6 31 1 5 24 5 1 31 6 28 6 30 6 28 6 32 6 24 4 18 4 18 2 4 2 16 4 22 5 1 29 6 30 6 28 4 10 2 12 4 26 4 12 2 8 2 12 2 8 2 12 4 26 4 12 2 8 2 12 2 8 2 12 4 26 4 12 2 8 2 12 2 8 2 12 4 26 4 12 2 10 4 28 6 30 6 29
CS (132, 1512) (530, 43) - 1 5 22 4 22 4 18 4 24 4 18 4 24 4 18 4 22 4 22 5 1 31 6 30 4 12 2 8 2 16 4 24 4 16 2 8 2 10 2 14 4 26 5 1 33 6 30 6 32 6 31 1 5 24 5 1 31 6 32 6 30 6 33 1 5 26 4 14 2 10 2 8 2 16 4 24 4 16 2 8 2 12 4 30 6 31 1 5 22 4 22 4 18 4 24 4 18 4 24 4 18 4 22 4 22 5 1 31 6 30 4 12 2 10 2 10 2 10 2 12 2 10 2 10 2 10 2 12 4 30 6 31
CS (136, 1420) (530, 31) - 1 5 24 4 18 4 23 1 6 1 32 1 5 26 5 1 33 6 28 4 12 2 10 2 10 2 10 2 10 2 10 2 12 4 28 6 33 1 5 26 4 14 2 6 2 16 2 4 2 16 2 6 2 14 4 26 5 1 33 6 28 4 12 2 10 2 10 2 10 2 10 2 10 2 12 4 28 6 33 1 5 26 5 1 32 1 6 1 23 4 18 4 24 5 1 33 6 26 4 16 4 25 1 6 1 29 4 12 4 29 1 6 1 25 4 16 4 25 1 6 1 29 4 12 4 29 1 6 1 25 4 16 4 26 6 33
CS (144, 1316) (530, 2) - 1 5 18 4 20 4 14 2 6 2 12 4 24 4 12 4 24 4 12 2 6 2 14 4 20 4 16 2 4 2 14 4 22 6 31 1 5 22 4 16 4 18 2 2 2 16 4 20 4 16 4 20 4 16 4 20 4 16 2 2 2 18 4 16 4 22 5 1 31 6 22 4 14 2 4 2 16 4 20 4 14 2 6 2 12 4 24 4 12 4 24 4 12 2 6 2 14 4 20 4 18 5 1 27 6 26 4 10 2 10 2 8 2 8 2 12 2 6 2 12 4 24 4 12 4 24 4 12 2 6 2 12 2 8 2 8 2 10 2 10 4 26 6 27
